bodyId,type,instance,class,somaSide
137866,KCab-s,KCab-s_L,Kenyon_Cell,L
137890,KCg-m,KCg-m_L,Kenyon_Cell,L
137952,KCg-d,KCg-d_L,Kenyon_Cell,L
137977,KCab-p,KCab-p_L,Kenyon_Cell,L
137995,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
138053,KCg-m,KCg-m_L,Kenyon_Cell,L
138162,KCab-c,KCab-c_L,Kenyon_Cell,L
138186,KCg-d,KCg-d_L,Kenyon_Cell,L
138198,KCg-d,KCg-d_L,Kenyon_Cell,L
138210,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
138335,KCg-m,KCg-m_R,Kenyon_Cell,R
138352,KCg-m,KCg-m_R,Kenyon_Cell,R
138353,KCg-m,KCg-m_R,Kenyon_Cell,R
138378,KCg-m,KCg-m_L,Kenyon_Cell,L
138404,KCab-s,KCab-s_L,Kenyon_Cell,L
138408,KCg-m,KCg-m_R,Kenyon_Cell,R
138439,KCg-m,KCg-m_L,Kenyon_Cell,L
138447,KCg-m,KCg-m_L,Kenyon_Cell,L
138451,KCg-m,KCg-m_L,Kenyon_Cell,L
138453,KCab-m,KCab-m_L,Kenyon_Cell,L
138480,KCab-c,KCab-c_L,Kenyon_Cell,L
138549,KCab-s,KCab-s_L,Kenyon_Cell,L
138563,KCab-s,KCab-s_L,Kenyon_Cell,L
138564,KCg-m,KCg-m_L,Kenyon_Cell,L
138573,KCg-m,KCg-m_R,Kenyon_Cell,R
138634,KCg-m,KCg-m_L,Kenyon_Cell,L
138810,KCg-m,KCg-m_L,Kenyon_Cell,L
138826,KCab-s,KCab-s_R,Kenyon_Cell,R
138875,KCab-m,KCab-m_L,Kenyon_Cell,L
138912,KCab-s,KCab-s_L,Kenyon_Cell,L
138929,KCab-c,KCab-c_R,Kenyon_Cell,R
138935,KCg-m,KCg-m_L,Kenyon_Cell,L
138968,KCg-m,KCg-m_L,Kenyon_Cell,L
139008,KCg-m,KCg-m_R,Kenyon_Cell,R
139032,KCab-p,KCab-p_L,Kenyon_Cell,L
139039,KCg-m,KCg-m_L,Kenyon_Cell,L
139053,KCg-m,KCg-m_R,Kenyon_Cell,R
139093,KCg-m,KCg-m_L,Kenyon_Cell,L
139182,KCg-m,KCg-m_R,Kenyon_Cell,R
139199,KCab-c,KCab-c_L,Kenyon_Cell,L
139212,KCab-c,KCab-c_L,Kenyon_Cell,L
139252,KCab-s,KCab-s_R,Kenyon_Cell,R
139389,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
139498,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
139508,KCg-m,KCg-m_L,Kenyon_Cell,L
139510,KCg-m,KCg-m_R,Kenyon_Cell,R
139584,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
139589,KCg-m,KCg-m_L,Kenyon_Cell,L
139591,KCg-d,KCg-d_L,Kenyon_Cell,L
139636,KCab-c,KCab-c_L,Kenyon_Cell,L
139642,KCg-m,KCg-m_R,Kenyon_Cell,R
139662,KCab-m,KCab-m_L,Kenyon_Cell,L
139663,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
139685,KCg-m,KCg-m_L,Kenyon_Cell,L
139742,KCg-m,KCg-m_R,Kenyon_Cell,R
139887,KCab-m,KCab-m_L,Kenyon_Cell,L
139894,KCab-m,KCab-m_L,Kenyon_Cell,L
139919,KCab-m,KCab-m_L,Kenyon_Cell,L
139943,KCg-m,KCg-m_L,Kenyon_Cell,L
139952,KCg-m,KCg-m_R,Kenyon_Cell,R
139970,KCg-m,KCg-m_L,Kenyon_Cell,L
139976,KCab-p,KCab-p_L,Kenyon_Cell,L
139988,KCg-m,KCg-m_L,Kenyon_Cell,L
140052,KCa'b'-ap1,KCa'b'-ap1_L,Kenyon_Cell,L
140175,KCg-d,KCg-d_L,Kenyon_Cell,L
140180,KCg-m,KCg-m_L,Kenyon_Cell,L
140182,KCg-m,KCg-m_R,Kenyon_Cell,R
140365,KCg-m,KCg-m_L,Kenyon_Cell,L
140368,KCab-m,KCab-m_L,Kenyon_Cell,L
140457,KCab-s,KCab-s_L,Kenyon_Cell,L
140461,KCg-m,KCg-m_L,Kenyon_Cell,L
140582,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
140589,KCg-m,KCg-m_R,Kenyon_Cell,R
140636,KCg-m,KCg-m_R,Kenyon_Cell,R
140651,KCab-c,KCab-c_L,Kenyon_Cell,L
140661,KCg-m,KCg-m_L,Kenyon_Cell,L
140726,KCg-m,KCg-m_L,Kenyon_Cell,L
140730,KCab-s,KCab-s_L,Kenyon_Cell,L
140737,KCg-m,KCg-m_L,Kenyon_Cell,L
140795,KCg-m,KCg-m_L,Kenyon_Cell,L
140834,KCab-s,KCab-s_R,Kenyon_Cell,R
140867,KCg-m,KCg-m_L,Kenyon_Cell,L
140883,KCg-m,KCg-m_L,Kenyon_Cell,L
140943,KCg-m,KCg-m_L,Kenyon_Cell,L
140961,KCab-m,KCab-m_L,Kenyon_Cell,L
140995,KCg-m,KCg-m_L,Kenyon_Cell,L
141007,KCab-p,KCab-p_L,Kenyon_Cell,L
141046,KCg-m,KCg-m_L,Kenyon_Cell,L
141131,KCab-c,KCab-c_L,Kenyon_Cell,L
141163,KCab-p,KCab-p_L,Kenyon_Cell,L
141219,KCab-c,KCab-c_L,Kenyon_Cell,L
141249,KCg-m,KCg-m_L,Kenyon_Cell,L
141274,KCab-s,KCab-s_L,Kenyon_Cell,L
141289,KCab-c,KCab-c_R,Kenyon_Cell,R
141299,KCg-m,KCg-m_L,Kenyon_Cell,L
141343,KCg-m,KCg-m_L,Kenyon_Cell,L
141559,KCab-p,KCab-p_L,Kenyon_Cell,L
141602,KCg-m,KCg-m_L,Kenyon_Cell,L
141659,KCg-m,KCg-m_L,Kenyon_Cell,L
141662,KCab-c,KCab-c_L,Kenyon_Cell,L
141709,KCg-m,KCg-m_L,Kenyon_Cell,L
141772,KCg-m,KCg-m_L,Kenyon_Cell,L
141809,KCab-m,KCab-m_L,Kenyon_Cell,L
141840,KCg-m,KCg-m_L,Kenyon_Cell,L
141914,KCab-m,KCab-m_L,Kenyon_Cell,L
141950,KCab-c,KCab-c_R,Kenyon_Cell,R
142029,KCab-c,KCab-c_L,Kenyon_Cell,L
142069,KCg-d,KCg-d_L,Kenyon_Cell,L
142083,KCg-m,KCg-m_L,Kenyon_Cell,L
142189,KCg-m,KCg-m_R,Kenyon_Cell,R
142203,KCg-d,KCg-d_L,Kenyon_Cell,L
142209,KCg-m,KCg-m_L,Kenyon_Cell,L
142270,KCab-m,KCab-m_L,Kenyon_Cell,L
142299,KCg-m,KCg-m_L,Kenyon_Cell,L
142329,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
142332,KCab-c,KCab-c_L,Kenyon_Cell,L
142361,KCab-s,KCab-s_L,Kenyon_Cell,L
142470,KCg-m,KCg-m_L,Kenyon_Cell,L
142531,KCab-s,KCab-s_L,Kenyon_Cell,L
142608,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
142732,KCg-m,KCg-m_L,Kenyon_Cell,L
142733,KCg-d,KCg-d_L,Kenyon_Cell,L
142769,KCg-m,KCg-m_R,Kenyon_Cell,R
142795,KCab-m,KCab-m_R,Kenyon_Cell,R
142848,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
142975,KCab-c,KCab-c_R,Kenyon_Cell,R
142994,KCg-m,KCg-m_L,Kenyon_Cell,L
143029,KCg-m,KCg-m_L,Kenyon_Cell,L
143033,KCab-s,KCab-s_L,Kenyon_Cell,L
143083,KCab-c,KCab-c_L,Kenyon_Cell,L
143262,KCg-d,KCg-d_L,Kenyon_Cell,L
143275,KCab-c,KCab-c_L,Kenyon_Cell,L
143426,KCg-m,KCg-m_L,Kenyon_Cell,L
143487,KCg-m,KCg-m_L,Kenyon_Cell,L
143569,KCg-m,KCg-m_R,Kenyon_Cell,R
143645,KCab-m,KCab-m_L,Kenyon_Cell,L
143735,KCg-m,KCg-m_R,Kenyon_Cell,R
143757,KCg-m,KCg-m_L,Kenyon_Cell,L
143806,KCab-m,KCab-m_L,Kenyon_Cell,L
143875,KCg-m,KCg-m_R,Kenyon_Cell,R
143895,KCab-m,KCab-m_L,Kenyon_Cell,L
143947,KCg-m,KCg-m_L,Kenyon_Cell,L
143949,KCab-c,KCab-c_L,Kenyon_Cell,L
144012,KCg-m,KCg-m_R,Kenyon_Cell,R
144118,KCg-m,KCg-m_R,Kenyon_Cell,R
144122,KCg-m,KCg-m_L,Kenyon_Cell,L
144134,KCab-p,KCab-p_L,Kenyon_Cell,L
144220,KCg-d,KCg-d_R,Kenyon_Cell,R
144230,KCg-m,KCg-m_L,Kenyon_Cell,L
144291,KCg-m,KCg-m_R,Kenyon_Cell,R
144308,KCab-s,KCab-s_R,Kenyon_Cell,R
144317,KCg-m,KCg-m_L,Kenyon_Cell,L
144340,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
144464,KCg-m,KCg-m_R,Kenyon_Cell,R
144486,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
144512,KCg-m,KCg-m_L,Kenyon_Cell,L
144515,KCab-s,KCab-s_R,Kenyon_Cell,R
144523,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
144570,KCg-m,KCg-m_L,Kenyon_Cell,L
144578,KCg-d,KCg-d_L,Kenyon_Cell,L
144715,KCab-c,KCab-c_L,Kenyon_Cell,L
144725,KCab-c,KCab-c_L,Kenyon_Cell,L
144730,KCg-m,KCg-m_L,Kenyon_Cell,L
144746,KCab-c,KCab-c_L,Kenyon_Cell,L
144747,KCg-d,KCg-d_L,Kenyon_Cell,L
144813,KCab-c,KCab-c_L,Kenyon_Cell,L
144819,KCg-d,KCg-d_L,Kenyon_Cell,L
145026,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
145085,KCg-d,KCg-d_L,Kenyon_Cell,L
145143,KCg-m,KCg-m_L,Kenyon_Cell,L
145157,KCg-m,KCg-m_R,Kenyon_Cell,R
145174,KCab-s,KCab-s_R,Kenyon_Cell,R
145193,KCab-c,KCab-c_L,Kenyon_Cell,L
145236,KCab-c,KCab-c_L,Kenyon_Cell,L
145268,KCg-m,KCg-m_L,Kenyon_Cell,L
145352,KCg-m,KCg-m_R,Kenyon_Cell,R
145355,KCg-m,KCg-m_L,Kenyon_Cell,L
145419,KCab-s,KCab-s_R,Kenyon_Cell,R
145425,KCab-c,KCab-c_L,Kenyon_Cell,L
145497,KCab-c,KCab-c_R,Kenyon_Cell,R
145513,KCab-s,KCab-s_L,Kenyon_Cell,L
145574,KCg-m,KCg-m_L,Kenyon_Cell,L
145610,KCg-m,KCg-m_L,Kenyon_Cell,L
145641,KCg-m,KCg-m_L,Kenyon_Cell,L
145642,KCab-c,KCab-c_L,Kenyon_Cell,L
145764,KCab-s,KCab-s_L,Kenyon_Cell,L
145791,KCab-c,KCab-c_R,Kenyon_Cell,R
145792,KCg-m,KCg-m_L,Kenyon_Cell,L
145859,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
145869,KCg-m,KCg-m_L,Kenyon_Cell,L
145974,KCg-m,KCg-m_L,Kenyon_Cell,L
146084,KCg-m,KCg-m_L,Kenyon_Cell,L
146099,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
146122,KCg-m,KCg-m_R,Kenyon_Cell,R
146128,KCg-m,KCg-m_L,Kenyon_Cell,L
146166,KCab-m,KCab-m_L,Kenyon_Cell,L
146275,KCab-c,KCab-c_R,Kenyon_Cell,R
146301,KCg-d,KCg-d_L,Kenyon_Cell,L
146350,KCab-s,KCab-s_L,Kenyon_Cell,L
146387,KCab-s,KCab-s_R,Kenyon_Cell,R
146609,KCab-s,KCab-s_L,Kenyon_Cell,L
146675,KCab-c,KCab-c_L,Kenyon_Cell,L
146801,KCab-m,KCab-m_L,Kenyon_Cell,L
146923,KCab-s,KCab-s_L,Kenyon_Cell,L
146925,KCg-m,KCg-m_L,Kenyon_Cell,L
146943,KCab-m,KCab-m_R,Kenyon_Cell,R
146958,KCab-s,KCab-s_L,Kenyon_Cell,L
147040,KCg-m,KCg-m_L,Kenyon_Cell,L
147068,KCg-m,KCg-m_L,Kenyon_Cell,L
147185,KCg-m,KCg-m_L,Kenyon_Cell,L
147199,KCab-c,KCab-c_L,Kenyon_Cell,L
147217,KCab-c,KCab-c_L,Kenyon_Cell,L
147378,KCab-c,KCab-c_L,Kenyon_Cell,L
147444,KCab-p,KCab-p_L,Kenyon_Cell,L
147585,KCg-d,KCg-d_L,Kenyon_Cell,L
147589,KCg-m,KCg-m_L,Kenyon_Cell,L
147646,KCg-m,KCg-m_L,Kenyon_Cell,L
147696,KCg-m,KCg-m_L,Kenyon_Cell,L
147700,KCg-m,KCg-m_L,Kenyon_Cell,L
147812,KCg-m,KCg-m_L,Kenyon_Cell,L
147885,KCg-m,KCg-m_R,Kenyon_Cell,R
147953,KCg-m,KCg-m_L,Kenyon_Cell,L
148001,KCab-c,KCab-c_R,Kenyon_Cell,R
148093,KCab-c,KCab-c_L,Kenyon_Cell,L
148122,KCg-m,KCg-m_L,Kenyon_Cell,L
148137,KCg-d,KCg-d_L,Kenyon_Cell,L
148145,KCg-d,KCg-d_L,Kenyon_Cell,L
148150,KCg-d,KCg-d_L,Kenyon_Cell,L
148161,KCg-m,KCg-m_L,Kenyon_Cell,L
148198,KCg-m,KCg-m_L,Kenyon_Cell,L
148213,KCab-c,KCab-c_R,Kenyon_Cell,R
148337,KCab-s,KCab-s_R,Kenyon_Cell,R
148344,KCg-m,KCg-m_L,Kenyon_Cell,L
148419,KCg-m,KCg-m_R,Kenyon_Cell,R
148464,KCg-m,KCg-m_L,Kenyon_Cell,L
148486,KCg-m,KCg-m_L,Kenyon_Cell,L
148493,KCg-m,KCg-m_R,Kenyon_Cell,R
148498,KCg-m,KCg-m_L,Kenyon_Cell,L
148529,KCg-m,KCg-m_L,Kenyon_Cell,L
148548,KCg-m,KCg-m_R,Kenyon_Cell,R
148588,KCg-m,KCg-m_L,Kenyon_Cell,L
148680,KCg-m,KCg-m_R,Kenyon_Cell,R
148844,KCg-m,KCg-m_L,Kenyon_Cell,L
148860,KCg-m,KCg-m_R,Kenyon_Cell,R
148930,KCg-m,KCg-m_L,Kenyon_Cell,L
148989,KCg-m,KCg-m_L,Kenyon_Cell,L
149132,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
149136,KCab-p,KCab-p_L,Kenyon_Cell,L
149180,KCab-c,KCab-c_L,Kenyon_Cell,L
149199,KCg-m,KCg-m_L,Kenyon_Cell,L
149279,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
149297,KCg-m,KCg-m_L,Kenyon_Cell,L
149401,KCab-p,KCab-p_L,Kenyon_Cell,L
149636,KCab-s,KCab-s_R,Kenyon_Cell,R
149720,KCg-m,KCg-m_L,Kenyon_Cell,L
149737,KCab-s,KCab-s_L,Kenyon_Cell,L
149792,KCg-m,KCg-m_R,Kenyon_Cell,R
149820,KCg-m,KCg-m_L,Kenyon_Cell,L
149841,KCab-s,KCab-s_L,Kenyon_Cell,L
149878,KCg-m,KCg-m_L,Kenyon_Cell,L
150014,KCg-d,KCg-d_R,Kenyon_Cell,R
150109,KCab-m,KCab-m_R,Kenyon_Cell,R
150259,KCg-d,KCg-d_L,Kenyon_Cell,L
150451,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
150633,KCg-m,KCg-m_L,Kenyon_Cell,L
150709,KCab-m,KCab-m_L,Kenyon_Cell,L
150732,KCg-m,KCg-m_L,Kenyon_Cell,L
150738,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
150761,KCab-p,KCab-p_L,Kenyon_Cell,L
150781,KCg-m,KCg-m_L,Kenyon_Cell,L
150823,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
150913,KCg-m,KCg-m_R,Kenyon_Cell,R
150920,KCab-s,KCab-s_L,Kenyon_Cell,L
150926,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
150974,KCab-s,KCab-s_L,Kenyon_Cell,L
151134,KCg-m,KCg-m_R,Kenyon_Cell,R
151187,KCg-m,KCg-m_L,Kenyon_Cell,L
151224,KCab-c,KCab-c_R,Kenyon_Cell,R
151277,KCg-m,KCg-m_L,Kenyon_Cell,L
151346,KCab-m,KCab-m_L,Kenyon_Cell,L
151395,KCab-c,KCab-c_L,Kenyon_Cell,L
151584,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
151710,KCab-c,KCab-c_L,Kenyon_Cell,L
151833,KCab-m,KCab-m_L,Kenyon_Cell,L
151908,KCab-m,KCab-m_L,Kenyon_Cell,L
151944,KCg-d,KCg-d_L,Kenyon_Cell,L
151958,KCab-s,KCab-s_R,Kenyon_Cell,R
152025,KCg-m,KCg-m_L,Kenyon_Cell,L
152031,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
152066,KCab-s,KCab-s_L,Kenyon_Cell,L
152118,KCg-m,KCg-m_L,Kenyon_Cell,L
152391,KCg-m,KCg-m_R,Kenyon_Cell,R
152470,KCg-d,KCg-d_L,Kenyon_Cell,L
152548,KCg-m,KCg-m_L,Kenyon_Cell,L
152553,KCab-s,KCab-s_L,Kenyon_Cell,L
152559,KCab-c,KCab-c_L,Kenyon_Cell,L
152601,KCab-m,KCab-m_R,Kenyon_Cell,R
152688,KCg-d,KCg-d_L,Kenyon_Cell,L
152706,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
152784,KCab-p,KCab-p_L,Kenyon_Cell,L
152839,KCab-s,KCab-s_L,Kenyon_Cell,L
152860,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
152889,KCab-s,KCab-s_R,Kenyon_Cell,R
152943,KCg-m,KCg-m_L,Kenyon_Cell,L
152964,KCg-m,KCg-m_L,Kenyon_Cell,L
153080,KCab-p,KCab-p_R,Kenyon_Cell,R
153083,KCab-s,KCab-s_L,Kenyon_Cell,L
153165,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
153391,KCg-m,KCg-m_R,Kenyon_Cell,R
153460,KCab-m,KCab-m_L,Kenyon_Cell,L
153492,KCab-s,KCab-s_L,Kenyon_Cell,L
153545,KCg-d,KCg-d_R,Kenyon_Cell,R
153573,KCab-m,KCab-m_R,Kenyon_Cell,R
153584,KCab-p,KCab-p_L,Kenyon_Cell,L
153593,KCab-c,KCab-c_R,Kenyon_Cell,R
153635,KCg-m,KCg-m_L,Kenyon_Cell,L
153672,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
153695,KCab-c,KCab-c_R,Kenyon_Cell,R
153703,KCab-c,KCab-c_L,Kenyon_Cell,L
153774,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
153817,KCg-m,KCg-m_L,Kenyon_Cell,L
154046,KCg-m,KCg-m_L,Kenyon_Cell,L
154400,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
154433,KCg-m,KCg-m_R,Kenyon_Cell,R
154465,KCg-m,KCg-m_L,Kenyon_Cell,L
154495,KCab-m,KCab-m_L,Kenyon_Cell,L
154509,KCab-c,KCab-c_L,Kenyon_Cell,L
154716,KCab-c,KCab-c_L,Kenyon_Cell,L
154739,KCg-m,KCg-m_L,Kenyon_Cell,L
154837,KCab-c,KCab-c_R,Kenyon_Cell,R
154959,KCab-c,KCab-c_L,Kenyon_Cell,L
155022,KCab-s,KCab-s_L,Kenyon_Cell,L
155118,KCab-c,KCab-c_R,Kenyon_Cell,R
155190,KCab-s,KCab-s_L,Kenyon_Cell,L
155211,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
155297,KCab-c,KCab-c_L,Kenyon_Cell,L
155312,KCg-m,KCg-m_L,Kenyon_Cell,L
155692,KCab-s,KCab-s_R,Kenyon_Cell,R
155708,KCab-c,KCab-c_R,Kenyon_Cell,R
155716,KCab-p,KCab-p_L,Kenyon_Cell,L
155793,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
155871,KCab-m,KCab-m_L,Kenyon_Cell,L
155937,KCab-s,KCab-s_L,Kenyon_Cell,L
155996,KCg-d,KCg-d_L,Kenyon_Cell,L
156345,KCab-c,KCab-c_R,Kenyon_Cell,R
156435,KCab-m,KCab-m_L,Kenyon_Cell,L
156450,KCg-m,KCg-m_L,Kenyon_Cell,L
156528,KCg-m,KCg-m_L,Kenyon_Cell,L
156554,KCab-s,KCab-s_L,Kenyon_Cell,L
156598,KCab-s,KCab-s_R,Kenyon_Cell,R
156664,KCg-m,KCg-m_L,Kenyon_Cell,L
156785,KCg-d,KCg-d_L,Kenyon_Cell,L
157037,KCab-m,KCab-m_R,Kenyon_Cell,R
157166,KCab-s,KCab-s_R,Kenyon_Cell,R
157213,KCab-s,KCab-s_L,Kenyon_Cell,L
157281,KCab-s,KCab-s_R,Kenyon_Cell,R
157325,KCg-d,KCg-d_R,Kenyon_Cell,R
157389,KCab-s,KCab-s_L,Kenyon_Cell,L
157588,KCab-s,KCab-s_R,Kenyon_Cell,R
157610,KCab-m,KCab-m_R,Kenyon_Cell,R
157675,KCab-c,KCab-c_L,Kenyon_Cell,L
157751,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
157864,KCg-m,KCg-m_R,Kenyon_Cell,R
158007,KCab-s,KCab-s_L,Kenyon_Cell,L
158126,KCab-s,KCab-s_L,Kenyon_Cell,L
158169,KCab-c,KCab-c_L,Kenyon_Cell,L
158246,KCab-c,KCab-c_R,Kenyon_Cell,R
158263,KCab-p,KCab-p_L,Kenyon_Cell,L
158276,KCab-c,KCab-c_R,Kenyon_Cell,R
158328,KCg-m,KCg-m_L,Kenyon_Cell,L
158344,KCab-m,KCab-m_R,Kenyon_Cell,R
158368,KCab-m,KCab-m_L,Kenyon_Cell,L
158447,KCg-d,KCg-d_L,Kenyon_Cell,L
158470,KCab-m,KCab-m_L,Kenyon_Cell,L
158500,KCab-c,KCab-c_L,Kenyon_Cell,L
158676,KCg-m,KCg-m_L,Kenyon_Cell,L
158857,KCab-c,KCab-c_R,Kenyon_Cell,R
158869,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
158876,KCab-m,KCab-m_L,Kenyon_Cell,L
159261,KCg-m,KCg-m_L,Kenyon_Cell,L
159286,KCab-m,KCab-m_L,Kenyon_Cell,L
159347,KCab-m,KCab-m_L,Kenyon_Cell,L
159383,KCab-m,KCab-m_L,Kenyon_Cell,L
159580,KCg-d,KCg-d_R,Kenyon_Cell,R
159654,KCab-m,KCab-m_L,Kenyon_Cell,L
159665,KCab-m,KCab-m_L,Kenyon_Cell,L
159667,KCab-c,KCab-c_L,Kenyon_Cell,L
159685,KCab-m,KCab-m_L,Kenyon_Cell,L
159692,KCab-c,KCab-c_R,Kenyon_Cell,R
159764,KCab-m,KCab-m_L,Kenyon_Cell,L
160320,MBON25-like,MBON25-like(y2)_L,MBON,L
160400,KCab-s,KCab-s_L,Kenyon_Cell,L
160407,KCab-s,KCab-s_L,Kenyon_Cell,L
160563,KCab-c,KCab-c_L,Kenyon_Cell,L
160568,KCab-c,KCab-c_L,Kenyon_Cell,L
160681,KCab-m,KCab-m_L,Kenyon_Cell,L
160745,KCab-c,KCab-c_L,Kenyon_Cell,L
160748,KCab-c,KCab-c_L,Kenyon_Cell,L
160750,KCab-m,KCab-m_L,Kenyon_Cell,L
160878,KCg-m,KCg-m_R,Kenyon_Cell,R
160885,KCab-s,KCab-s_R,Kenyon_Cell,R
160889,KCab-m,KCab-m_R,Kenyon_Cell,R
161026,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
161163,KCab-s,KCab-s_L,Kenyon_Cell,L
161200,KCab-c,KCab-c_L,Kenyon_Cell,L
161302,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
161418,KCab-c,KCab-c_L,Kenyon_Cell,L
161432,KCab-m,KCab-m_R,Kenyon_Cell,R
161517,KCab-c,KCab-c_R,Kenyon_Cell,R
161529,KCab-m,KCab-m_R,Kenyon_Cell,R
161552,KCab-s,KCab-s_R,Kenyon_Cell,R
161627,KCab-m,KCab-m_L,Kenyon_Cell,L
161648,KCab-c,KCab-c_R,Kenyon_Cell,R
161706,KCg-m,KCg-m_L,Kenyon_Cell,L
161786,KCab-m,KCab-m_R,Kenyon_Cell,R
161865,KCab-c,KCab-c_L,Kenyon_Cell,L
161970,KCab-c,KCab-c_L,Kenyon_Cell,L
162004,KCab-c,KCab-c_L,Kenyon_Cell,L
162048,KCab-s,KCab-s_L,Kenyon_Cell,L
162392,KCab-s,KCab-s_R,Kenyon_Cell,R
162399,KCab-s,KCab-s_L,Kenyon_Cell,L
162527,KCab-c,KCab-c_L,Kenyon_Cell,L
162607,KCab-m,KCab-m_L,Kenyon_Cell,L
162619,KCab-c,KCab-c_L,Kenyon_Cell,L
162655,KCab-m,KCab-m_L,Kenyon_Cell,L
162674,KCab-c,KCab-c_R,Kenyon_Cell,R
162822,KCab-c,KCab-c_L,Kenyon_Cell,L
162951,KCab-p,KCab-p_L,Kenyon_Cell,L
162966,KCab-c,KCab-c_L,Kenyon_Cell,L
163102,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
163235,KCab-c,KCab-c_L,Kenyon_Cell,L
163251,KCab-s,KCab-s_L,Kenyon_Cell,L
163371,KCab-c,KCab-c_L,Kenyon_Cell,L
163450,KCab-m,KCab-m_L,Kenyon_Cell,L
163490,KCab-c,KCab-c_L,Kenyon_Cell,L
163500,KCab-m,KCab-m_L,Kenyon_Cell,L
163516,KCg-m,KCg-m_R,Kenyon_Cell,R
163698,KCg-m,KCg-m_L,Kenyon_Cell,L
163735,KCg-m,KCg-m_L,Kenyon_Cell,L
163739,KCab-m,KCab-m_L,Kenyon_Cell,L
163808,KCab-s,KCab-s_L,Kenyon_Cell,L
163889,KCab-m,KCab-m_L,Kenyon_Cell,L
163971,KCg-m,KCg-m_R,Kenyon_Cell,R
163974,KCab-c,KCab-c_L,Kenyon_Cell,L
164099,KCab-m,KCab-m_L,Kenyon_Cell,L
164103,KCg-m,KCg-m_R,Kenyon_Cell,R
164216,KCab-c,KCab-c_R,Kenyon_Cell,R
164355,KCab-s,KCab-s_L,Kenyon_Cell,L
164412,KCab-m,KCab-m_L,Kenyon_Cell,L
164534,KCab-s,KCab-s_R,Kenyon_Cell,R
164590,KCab-c,KCab-c_L,Kenyon_Cell,L
164607,KCab-c,KCab-c_L,Kenyon_Cell,L
164966,KCab-m,KCab-m_L,Kenyon_Cell,L
165036,KCg-m,KCg-m_R,Kenyon_Cell,R
165105,KCab-s,KCab-s_L,Kenyon_Cell,L
165176,KCab-m,KCab-m_L,Kenyon_Cell,L
165180,KCab-c,KCab-c_R,Kenyon_Cell,R
165240,KCab-s,KCab-s_R,Kenyon_Cell,R
165260,KCab-m,KCab-m_L,Kenyon_Cell,L
165307,KCab-s,KCab-s_R,Kenyon_Cell,R
165355,KCab-m,KCab-m_L,Kenyon_Cell,L
165359,KCab-m,KCab-m_L,Kenyon_Cell,L
165459,KCab-c,KCab-c_L,Kenyon_Cell,L
165660,KCab-m,KCab-m_L,Kenyon_Cell,L
166005,KCab-m,KCab-m_R,Kenyon_Cell,R
166049,KCab-m,KCab-m_L,Kenyon_Cell,L
166057,KCab-s,KCab-s_R,Kenyon_Cell,R
166075,KCab-c,KCab-c_L,Kenyon_Cell,L
166081,KCab-p,KCab-p_L,Kenyon_Cell,L
166119,KCab-s,KCab-s_L,Kenyon_Cell,L
166153,KCab-s,KCab-s_L,Kenyon_Cell,L
